57727ee9deda63fbe4fafd76ab0a089f5605032d,DELETE,regular-file,admin-app/.env,9,
050e49e77dd3d789afb091407af49cd61bfe26e5,DELETE,regular-file,back-end/.env,176,
c0c68b1ca0498b5602a5d359f295413619e89771,DELETE,regular-file,front-end/.env,9,
